,Make,Fuel,Model,Cnt,Emission,year
5271,VOLKSWAGEN,DIESEL,SHARAN SE NAVIGATION TDI S-A,1924,179.0,2019
5608,VOLKSWAGEN,DIESEL,KOMBI,1765,214.0,2019
5755,VOLKSWAGEN,DIESEL,POLO,1710,129.0,2019
5763,VOLKSWAGEN,DIESEL,T-ROC SEL TDI,1708,147.0,2019
5847,VOLKSWAGEN,DIESEL,TOUAREG,1674,220.0,2019
5848,VOLKSWAGEN,DIESEL,GOLF SPORTSVAN,1674,141.0,2019
5856,VOLKSWAGEN,DIESEL,PASSAT SE BUSINESS TDI S-A,1670,143.0,2019
5913,VOLKSWAGEN,DIESEL,TIGUAN SEL TSI 4MOTION S-A,1646,163.0,2019
6018,VOLKSWAGEN,DIESEL,CADDY MAXI C20 LIFE TDI S-A,1609,162.0,2019
6088,VOLKSWAGEN,DIESEL,TIGUAN SEL TDI S-A,1586,162.0,2019
6105,VOLKSWAGEN,DIESEL,GOLF MATCH EDITION TDI,1582,128.0,2019
6207,VOLKSWAGEN,DIESEL,ARTEON R-LINE TDI S-A,1542,148.0,2019
6686,VOLKSWAGEN,DIESEL,CADDY,1390,158.0,2019
6714,VOLKSWAGEN,DIESEL,TIGUAN SE NAVIGATION TDI,1382,154.0,2019
6764,VOLKSWAGEN,DIESEL,SHARAN,1366,190.0,2019
6817,VOLKSWAGEN,DIESEL,T-ROC,1350,165.0,2019
6986,VOLKSWAGEN,DIESEL,GOLF,1306,134.0,2019
7039,VOLKSWAGEN,DIESEL,TIGUAN SEL TDI 4MOTION,1292,161.0,2019
7109,VOLKSWAGEN,DIESEL,PASSAT GT TDI,1274,143.0,2019
7123,VOLKSWAGEN,DIESEL,CALIFORNIA OCEAN TDI BMT S-A,1270,230.0,2019
7162,VOLKSWAGEN,DIESEL,POLO SE TDI,1260,129.0,2019
7291,VOLKSWAGEN,DIESEL,MULTIVAN,1232,236.0,2019
7323,VOLKSWAGEN,DIESEL,GOLF GT TDI S-A,1224,141.0,2019
7378,VOLKSWAGEN,DIESEL,ARTEON,1210,145.0,2019
7419,VOLKSWAGEN,DIESEL,TIGUAN MATCH TDI 4MOTION,1198,173.0,2019
7460,VOLKSWAGEN,DIESEL,CADDY MAXI C20 LIFE TDI,1189,148.0,2019
7480,VOLKSWAGEN,DIESEL,T-ROC DESIGN TDI,1182,146.0,2019
7497,VOLKSWAGEN,DIESEL,TOUAREG V6 SEL TDI AUTO,1178,212.0,2019
7785,VOLKSWAGEN,DIESEL,TIGUAN R-LINE TECH TDI S-A,1114,165.0,2019
7817,VOLKSWAGEN,DIESEL,TIGUAN SEL TDI,1108,159.0,2019
7963,VOLKSWAGEN,DIESEL,SHARAN,1076,174.0,2019
7992,VOLKSWAGEN,DIESEL,PASSAT GT TDI S-A,1068,148.0,2019
8127,VOLKSWAGEN,DIESEL,TOURAN SE FAMILY TDI,1042,147.0,2019
8259,VOLKSWAGEN,DIESEL,SHARAN SE NAVIGATION TDI,1016,169.0,2019
8481,VOLKSWAGEN,DIESEL,TIGUAN ALLSPACE MATCH TDI,976,159.0,2019
8536,VOLKSWAGEN,DIESEL,T-ROC R-LINE TDI S-A,966,152.0,2019
8778,VOLKSWAGEN,DIESEL,GOLF S TDI,926,129.0,2019
8791,VOLKSWAGEN,DIESEL,TIGUAN SEL TSI EVO S-A,924,156.0,2019
8886,VOLKSWAGEN,DIESEL,GOLF MATCH TDI,906,130.0,2019
8981,VOLKSWAGEN,DIESEL,CADDY,891,172.0,2019
9261,VOLKSWAGEN,DIESEL,PASSAT R-LINE TDI S-A,852,150.0,2019
9301,VOLKSWAGEN,DIESEL,TIGUAN ALLSPACE SEL TDI 4M S-A,848,190.0,2019
9341,VOLKSWAGEN,DIESEL,CALIFORNIA,842,220.0,2019
9547,VOLKSWAGEN,DIESEL,TRANSPORTER T32 SE TDI BMT S-A,813,225.0,2019
9549,VOLKSWAGEN,DIESEL,PASSAT SEL TDI S-A,812,148.0,2019
9630,VOLKSWAGEN,DIESEL,TOUAREG S V6 TDI BMT AUTO,800,136.0,2019
9651,VOLKSWAGEN,DIESEL,TOURAN SE FAMILY TDI S-A,798,149.0,2019
9814,VOLKSWAGEN,DIESEL,TIGUAN SE NAVIGATION TDI S-A,774,167.0,2019
9853,VOLKSWAGEN,DIESEL,ARTEON,770,168.0,2019
10053,VOLKSWAGEN,DIESEL,TRANSPORTER T32 S TDI BMT,742,195.0,2019
10250,VOLKSWAGEN,DIESEL,T-ROC SEL TDI 4MOTION,720,160.0,2019
10269,VOLKSWAGEN,DIESEL,T ROC,718,148.0,2019
10651,VOLKSWAGEN,DIESEL,T-ROC SEL TDI S-A,676,153.0,2019
11430,VOLKSWAGEN,DIESEL,TIGUAN R-LINE TECH TDI 4MOTION,604,182.0,2019
11527,VOLKSWAGEN,DIESEL,CARAVELLE EXECUTIVE TDI BMT SA,594,221.0,2019
11645,VOLKSWAGEN,DIESEL,GOLF SPORTSVAN,582,139.0,2019
11651,VOLKSWAGEN,DIESEL,TIGUAN ALLSPACE SEL TDI,582,161.0,2019
11857,VOLKSWAGEN,DIESEL,GOLF SE NAVIGATION TDI,564,129.0,2019
11992,VOLKSWAGEN,DIESEL,ARTEON R-LINE TDI,552,143.0,2019
12043,VOLKSWAGEN,DIESEL,TIGUAN ASPACE R-LINE TDI 4M SA,548,191.0,2019
12092,VOLKSWAGEN,DIESEL,PASSAT R-LINE TDI,544,141.0,2019
12297,VOLKSWAGEN,DIESEL,KOMBI,528,229.0,2019
12741,VOLKSWAGEN,DIESEL,TIGUAN ALLSPACE MATCH TDI S-A,500,167.0,2019
13368,VOLKSWAGEN,DIESEL,TOURAN SE TDI,458,145.0,2019
13376,VOLKSWAGEN,DIESEL,PASSAT S TDI,456,137.0,2019
13385,VOLKSWAGEN,DIESEL,TIGUAN R-LINE TDI 4MOTION,456,176.0,2019
14094,VOLKSWAGEN,DIESEL,ARTEON,416,148.0,2019
14235,VOLKSWAGEN,DIESEL,GOLF MATCH TDI S-A,408,138.0,2019
14236,VOLKSWAGEN,DIESEL,PASSAT SE NAV TDI S-A,408,147.0,2019
14426,VOLKSWAGEN,DIESEL,SHARAN SE TDI,398,169.0,2019
14486,VOLKSWAGEN,DIESEL,TIGUAN ALLSPACE R-LINE TDI S-A,396,168.0,2019
14755,VOLKSWAGEN,DIESEL,CALIFORNIA BEACH TDI BMT S-A,382,227.0,2019
14879,VOLKSWAGEN,DIESEL,TIGUAN R-LINE TDI,376,156.0,2019
14963,VOLKSWAGEN,DIESEL,SHARAN S TDI S-A,372,176.0,2019
15100,VOLKSWAGEN,DIESEL,MULTIVAN,365,241.0,2019
15233,VOLKSWAGEN,DIESEL,TIGUAN SE NAV TDI 4MOTION S-A,360,184.0,2019
15363,VOLKSWAGEN,DIESEL,CRAFTER,354,256.0,2019
15748,VOLKSWAGEN,DIESEL,CALIFORNIA,340,230.0,2019
15774,VOLKSWAGEN,DIESEL,GOLF SE NAVIGATION TDI S-A,338,137.0,2019
15860,VOLKSWAGEN,DIESEL,GOLF R-LINE TDI,334,136.0,2019
16000,VOLKSWAGEN,DIESEL,TRANSPORTER T32 SE TDI BMT,329,197.0,2019
16037,VOLKSWAGEN,DIESEL,CALIFORNIA OCEAN TDI BMT 4M SA,328,236.0,2019
16064,VOLKSWAGEN,DIESEL,TOUAREG,326,218.0,2019
16620,VOLKSWAGEN,DIESEL,ARTEON R-LINE TDI 4MOTION S-A,306,167.0,2019
16993,VOLKSWAGEN,DIESEL,SHARAN SEL TDI S-A,292,181.0,2019
17077,VOLKSWAGEN,DIESEL,TIGUAN S TDI,290,149.0,2019
17127,VOLKSWAGEN,DIESEL,POLO SEL TDI,288,132.0,2019
17204,VOLKSWAGEN,DIESEL,TRANSPORTER,286,201.0,2019
17728,VOLKSWAGEN,DIESEL,TIGUAN ASPACE SE NAV TDI 4M SA,270,189.0,2019
17978,VOLKSWAGEN,DIESEL,TRANSPORTER,263,215.0,2019
18010,VOLKSWAGEN,DIESEL,T-ROC S TDI,262,144.0,2019
18030,VOLKSWAGEN,DIESEL,SHARAN S TDI,262,165.0,2019
18239,VOLKSWAGEN,DIESEL,TIGUAN ALLSPACE SEL TDI S-A,254,168.0,2019
18267,VOLKSWAGEN,DIESEL,GOLF R-LINE EDITION TDI S-A,254,141.0,2019
18352,VOLKSWAGEN,DIESEL,T-ROC SE TDI S-A,252,152.0,2019
18883,VOLKSWAGEN,DIESEL,GOLF GTD TDI BLUELINE S-A,238,142.0,2019
19282,VOLKSWAGEN,DIESEL,TIGUAN ALLSPACE SE NAV TDI,228,159.0,2019
19389,VOLKSWAGEN,DIESEL,ARTEON ELEGANCE TDI S-A,226,147.0,2019
19455,VOLKSWAGEN,DIESEL,GOLF MATCH EDITION TDI,224,130.0,2019
19657,VOLKSWAGEN,DIESEL,T-CROSS,220,142.0,2019
19710,VOLKSWAGEN,DIESEL,GOLF SV MATCH TDI,218,134.0,2019
19803,VOLKSWAGEN,DIESEL,TOURAN SE TDI S-A,216,148.0,2019
19925,VOLKSWAGEN,DIESEL,GOLF SV GT TDI S-A,214,146.0,2019
19976,VOLKSWAGEN,DIESEL,GOLF SV MATCH TDI S-A,212,142.0,2019
380,VOLKSWAGEN,DIESEL,PASSAT,44011,144.0,2020
424,VOLKSWAGEN,DIESEL,TIGUAN,38809,160.0,2020
429,VOLKSWAGEN,DIESEL,TIGUAN,38438,176.0,2020
785,VOLKSWAGEN,DIESEL,T-ROC,21383,145.0,2020
835,VOLKSWAGEN,DIESEL,GOLF,20088,115.0,2020
963,VOLKSWAGEN,DIESEL,GOLF,17119,141.0,2020
1018,VOLKSWAGEN,DIESEL,MULTIVAN,15950,222.0,2020
1041,VOLKSWAGEN,DIESEL,PASSAT,15462,139.0,2020
1057,VOLKSWAGEN,DIESEL,TOURAN,15200,149.0,2020
1071,VOLKSWAGEN,DIESEL,CADDY,14952,164.0,2020
1519,VOLKSWAGEN,DIESEL,T-ROC,9875,154.0,2020
1538,VOLKSWAGEN,DIESEL,GOLF,9702,114.0,2020
1579,VOLKSWAGEN,DIESEL,KOMBI,9421,209.0,2020
1580,VOLKSWAGEN,DIESEL,GOLF,9420,133.0,2020
1890,VOLKSWAGEN,DIESEL,T-CROSS,7459,139.0,2020
1998,VOLKSWAGEN,DIESEL,TOURAN,6956,149.0,2020
1999,VOLKSWAGEN,DIESEL,POLO,6949,130.0,2020
2086,VOLKSWAGEN,DIESEL,TOUAREG,6624,224.0,2020
2335,VOLKSWAGEN,DIESEL,SHARAN,5589,181.0,2020
2788,VOLKSWAGEN,DIESEL,PASSAT,4499,141.0,2020
3049,VOLKSWAGEN,DIESEL,KOMBI,3957,210.0,2020
3631,VOLKSWAGEN,DIESEL,TIGUAN,3200,162.0,2020
3633,VOLKSWAGEN,DIESEL,TOUAREG,3198,218.0,2020
3649,VOLKSWAGEN,DIESEL,CADDY,3187,161.0,2020
4041,VOLKSWAGEN,DIESEL,ARTEON,2785,145.0,2020
4189,VOLKSWAGEN,DIESEL,ARTEON,2665,158.0,2020
4240,VOLKSWAGEN,DIESEL,POLO,2624,130.0,2020
4395,VOLKSWAGEN,DIESEL,GOLF,2503,134.0,2020
4484,VOLKSWAGEN,DIESEL,CALIFORNIA BEACH,2433,228.0,2020
5231,VOLKSWAGEN,DIESEL,GOLF,1945,130.0,2020
5337,VOLKSWAGEN,DIESEL,MULTIVAN,1889,221.0,2020
5485,VOLKSWAGEN,DIESEL,CADDY,1818,157.0,2020
5490,VOLKSWAGEN,DIESEL,GOLF,1816,134.0,2020
5729,VOLKSWAGEN,DIESEL,TIGUAN R-LINE TECH TDI S-A,1720,163.0,2020
5795,VOLKSWAGEN,DIESEL,GOLF SPORTSVAN,1693,142.0,2020
5813,VOLKSWAGEN,DIESEL,TIGUAN R-LINE TECH TDI,1689,176.0,2020
5864,VOLKSWAGEN,DIESEL,T-CROSS,1667,142.0,2020
6072,VOLKSWAGEN,DIESEL,CADDY,1588,132.0,2020
6247,VOLKSWAGEN,DIESEL,KOMBI,1528,208.0,2020
6796,VOLKSWAGEN,DIESEL,PASSAT SEL TDI S-A,1355,141.0,2020
6928,VOLKSWAGEN,DIESEL,SHARAN,1320,179.0,2020
7111,VOLKSWAGEN,DIESEL,GOLF MATCH EDITION TDI,1274,128.0,2020
7475,VOLKSWAGEN,DIESEL,GOLF,1183,123.0,2020
7589,VOLKSWAGEN,DIESEL,GOLF,1159,113.0,2020
7780,VOLKSWAGEN,DIESEL,TOURAN,1116,146.0,2020
7939,VOLKSWAGEN,DIESEL,POLO,1082,127.0,2020
8506,VOLKSWAGEN,DIESEL,TOUAREG V6 BLACK EDITION TDI A,972,220.0,2020
8593,VOLKSWAGEN,DIESEL,T-ROC,956,143.0,2020
8888,VOLKSWAGEN,DIESEL,TIGUAN MATCH TDI,906,154.0,2020
8954,VOLKSWAGEN,DIESEL,ARTEON,894,149.0,2020
9204,VOLKSWAGEN,DIESEL,GOLF,859,131.0,2020
9399,VOLKSWAGEN,DIESEL,TIGUAN SEL TDI 4MOTION S-A,834,184.0,2020
9461,VOLKSWAGEN,DIESEL,MULTIVAN,825,226.0,2020
9489,VOLKSWAGEN,DIESEL,TIGUAN SEL TSI 4MOTION S-A,822,163.0,2020
9511,VOLKSWAGEN,DIESEL,TIGUAN MATCH TDI S-A,818,160.0,2020
9891,VOLKSWAGEN,DIESEL,PASSAT R-LINE TDI S-A,765,143.0,2020
10071,VOLKSWAGEN,DIESEL,GOLF STYLE TDI S-A,740,117.0,2020
10105,VOLKSWAGEN,DIESEL,TIGUAN ASPACE MATCH TDI 4M SA,736,185.0,2020
10177,VOLKSWAGEN,DIESEL,GOLF R-LINE TDI S-A,728,120.0,2020
10621,VOLKSWAGEN,DIESEL,PASSAT SE NAV TDI S-A,679,133.0,2020
11400,VOLKSWAGEN,DIESEL,CADDY MAXI C20 LIFE TDI S-A,606,160.0,2020
11740,VOLKSWAGEN,DIESEL,SHARAN SE NAVIGATION TDI S-A,573,179.0,2020
11863,VOLKSWAGEN,DIESEL,TRANSPORTER SE TDI S-A,563,217.0,2020
12052,VOLKSWAGEN,DIESEL,T-ROC SE TDI,548,142.0,2020
12225,VOLKSWAGEN,DIESEL,TIGUAN SEL TSI EVO S-A,535,156.0,2020
13030,VOLKSWAGEN,DIESEL,GOLF GT EDITION TDI,479,135.0,2020
13274,VOLKSWAGEN,DIESEL,TIGUAN   20   TDI 4M AUT,462,180.0,2020
13367,VOLKSWAGEN,DIESEL,T-CROSS,458,140.0,2020
13373,VOLKSWAGEN,DIESEL,TIGUAN MATCH TDI 4MOTION S-A,457,179.0,2020
13586,VOLKSWAGEN,DIESEL,GOLF S TDI,445,130.0,2020
13632,VOLKSWAGEN,DIESEL,PASSAT SE NAV TDI,443,126.0,2020
13685,VOLKSWAGEN,DIESEL,GOLF R-LINE EDITION TDI S-A,440,141.0,2020
13731,VOLKSWAGEN,DIESEL,GOLF LIFE TDI,437,111.0,2020
13796,VOLKSWAGEN,DIESEL,CADDY MAXI C20 LIFE TDI,433,148.0,2020
13823,VOLKSWAGEN,DIESEL,CALIFORNIA,430,222.0,2020
14146,VOLKSWAGEN,DIESEL,TIGUAN SEL TDI S-A,413,161.0,2020
14528,VOLKSWAGEN,DIESEL,GOLF SPORTSVAN,393,139.0,2020
14859,VOLKSWAGEN,DIESEL,PASSAT SEL TDI,376,127.0,2020
14884,VOLKSWAGEN,DIESEL,TOUAREG V6 R-LINE TECH TDI A,375,218.0,2020
15008,VOLKSWAGEN,DIESEL,TIGUAN R-LINE TECH TDI 4MOTION,370,187.0,2020
15156,VOLKSWAGEN,DIESEL,TOUAREG,363,221.0,2020
15566,VOLKSWAGEN,DIESEL,TIGUAN   20   TDI AUT,346,156.0,2020
15739,VOLKSWAGEN,DIESEL,PASSAT   VARIANT 20   TDI AUT,340,140.0,2020
15795,VOLKSWAGEN,DIESEL,SHARAN,337,179.0,2020
16110,VOLKSWAGEN,DIESEL,CARAVELLE EXECUTIVE TDI S-A,325,219.0,2020
17449,VOLKSWAGEN,DIESEL,PASSAT R-LINE TDI,278,128.0,2020
17558,VOLKSWAGEN,DIESEL,CADDY,275,129.0,2020
17586,VOLKSWAGEN,DIESEL,GOLF GTD TDI S-A,274,137.0,2020
17770,VOLKSWAGEN,DIESEL,TIGUAN ALLSPACE MATCH TDI,269,161.0,2020
17775,VOLKSWAGEN,DIESEL,ARTEON R-LINE TDI S-A,269,145.0,2020
17871,VOLKSWAGEN,DIESEL,GOLF GT EDITION TDI S-A,266,143.0,2020
17912,VOLKSWAGEN,DIESEL,PASSAT SE TDI S-A,265,150.0,2020
18097,VOLKSWAGEN,DIESEL,SHARAN SEL TDI S-A,260,180.0,2020
18179,VOLKSWAGEN,DIESEL,GOLF MATCH EDITION TDI,257,131.0,2020
18295,VOLKSWAGEN,DIESEL,ARTEON,253,133.0,2020
18308,VOLKSWAGEN,DIESEL,TIGUAN R-LINE TDI 4MOTION S-A,253,169.0,2020
18564,VOLKSWAGEN,DIESEL,GOLF STYLE TDI,246,113.0,2020
18580,VOLKSWAGEN,DIESEL,TIGUAN SEL TDI,246,178.0,2020
18590,VOLKSWAGEN,DIESEL,GOLF MATCH EDITION TDI S-A,246,138.0,2020
18749,VOLKSWAGEN,DIESEL,TOUAREG V6 SEL TECH TDI AUTO,242,214.0,2020
19229,VOLKSWAGEN,DIESEL,CALIFORNIA BEACH,230,226.0,2020
19435,VOLKSWAGEN,DIESEL,GOLF GT EDITION TDI S-A,225,140.0,2020
19762,VOLKSWAGEN,DIESEL,TIGUAN ALLSPACE SEL TDI 4M S-A,217,191.0,2020
19827,VOLKSWAGEN,DIESEL,GOLF MATCH TDI,216,128.0,2020
19866,VOLKSWAGEN,DIESEL,SHARAN SE NAVIGATION TDI,215,169.0,2020
19961,VOLKSWAGEN,DIESEL,TIGUAN ASPACE RLN TEC TDI4M SA,213,193.0,2020
3144,VOLKSWAGEN,ELECTRIC,GOLF,3808,0.0,2017
8093,VOLKSWAGEN,ELECTRIC,UP!,1048,0.0,2017
1049,VOLKSWAGEN,ELECTRIC,GOLF,15284,0.0,2018
1609,VOLKSWAGEN,ELECTRIC,GOLF,9208,0.0,2018
4767,VOLKSWAGEN,ELECTRIC,UP!,2222,0.0,2018
5212,VOLKSWAGEN,ELECTRIC,E-GOLF,1956,0.0,2018
6017,VOLKSWAGEN,ELECTRIC,UP!,1609,0.0,2018
7387,VOLKSWAGEN,ELECTRIC,GOLF,1206,0.0,2018
606,VOLKSWAGEN,ELECTRIC,GOLF,28648,0.0,2019
1027,VOLKSWAGEN,ELECTRIC,GOLF,15752,0.0,2019
1836,VOLKSWAGEN,ELECTRIC,E-GOLF,7724,0.0,2019
4106,VOLKSWAGEN,ELECTRIC,UP!,2726,0.0,2019
7312,VOLKSWAGEN,ELECTRIC,GOLF,1226,0.0,2019
8503,VOLKSWAGEN,ELECTRIC,UP!,972,0.0,2019
11487,VOLKSWAGEN,ELECTRIC,MOIA,598,0.0,2019
12436,VOLKSWAGEN,ELECTRIC,GOLF,518,0.0,2019
18326,VOLKSWAGEN,ELECTRIC,NEO,252,0.0,2019
18817,VOLKSWAGEN,ELECTRIC,ID3,240,0.0,2019
643,VOLKSWAGEN,ELECTRIC,ID3 PRO 150 KW,27023,0.0,2020
827,VOLKSWAGEN,ELECTRIC,ID3 PRO 150 KW,20210,0.0,2020
892,VOLKSWAGEN,ELECTRIC,GOLF,18789,0.0,2020
1302,VOLKSWAGEN,ELECTRIC,UP!,11951,0.0,2020
1366,VOLKSWAGEN,ELECTRIC,GOLF,11341,0.0,2020
1695,VOLKSWAGEN,ELECTRIC,UP!,8668,0.0,2020
3804,VOLKSWAGEN,ELECTRIC,E-GOLF,3019,0.0,2020
4518,VOLKSWAGEN,ELECTRIC,ID4 PRO 150 KW,2408,0.0,2020
4570,VOLKSWAGEN,ELECTRIC,ID4 PRO 150 KW,2370,0.0,2020
5136,VOLKSWAGEN,ELECTRIC,ID3 1ST EDITION,2001,0.0,2020
6936,VOLKSWAGEN,ELECTRIC,ID3 LIFE,1318,0.0,2020
7309,VOLKSWAGEN,ELECTRIC,ID3 PRO 150 KW,1227,0.0,2020
8085,VOLKSWAGEN,ELECTRIC,ID3,1049,0.0,2020
11075,VOLKSWAGEN,ELECTRIC,ID3 FAMILY,638,0.0,2020
11716,VOLKSWAGEN,ELECTRIC,ID3,575,0.0,2020
11913,VOLKSWAGEN,ELECTRIC,UP,559,0.0,2020
12293,VOLKSWAGEN,ELECTRIC,ID3 BUSINESS,529,0.0,2020
15256,VOLKSWAGEN,ELECTRIC,ID4,358,0.0,2020
17346,VOLKSWAGEN,ELECTRIC,ID3 STYLE,281,0.0,2020
17863,VOLKSWAGEN,ELECTRIC,ID3 PRO,266,0.0,2020
18621,VOLKSWAGEN,ELECTRIC,E-UP,245,0.0,2020
19865,VOLKSWAGEN,ELECTRIC,UP!,215,0.0,2020
1736,VOLKSWAGEN,NG,UP!,8412,103.0,2018
2591,VOLKSWAGEN,NG,CADDY,4908,147.0,2018
4389,VOLKSWAGEN,NG,CADDY,2506,147.0,2018
6055,VOLKSWAGEN,NG,UP!,1592,102.0,2018
7175,VOLKSWAGEN,NG,GOLF,1258,171.0,2018
9404,VOLKSWAGEN,NG,POLO,832,109.0,2018
14216,VOLKSWAGEN,NG,CADDY,410,152.0,2018
16077,VOLKSWAGEN,NG,UP!,326,102.0,2018
1367,VOLKSWAGEN,NG,UP!,11338,103.0,2019
1382,VOLKSWAGEN,NG,GOLF,11224,113.0,2019
2036,VOLKSWAGEN,NG,POLO,6828,105.0,2019
2606,VOLKSWAGEN,NG,CADDY,4874,145.0,2019
4399,VOLKSWAGEN,NG,GOLF,2500,116.0,2019
5656,VOLKSWAGEN,NG,CADDY,1744,144.0,2019
6520,VOLKSWAGEN,NG,GOLF,1438,113.0,2019
6818,VOLKSWAGEN,NG,GOLF,1350,116.0,2019
7650,VOLKSWAGEN,NG,CADDY,1144,142.0,2019
10207,VOLKSWAGEN,NG,GOLF,724,113.0,2019
12167,VOLKSWAGEN,NG,CADDY,539,150.0,2019
13751,VOLKSWAGEN,NG,GOLF,436,117.0,2019
16205,VOLKSWAGEN,NG,POLO,322,105.0,2019
2861,VOLKSWAGEN,NG,GOLF,4326,113.0,2020
3117,VOLKSWAGEN,NG,POLO,3845,102.0,2020
4104,VOLKSWAGEN,NG,UP!,2730,104.0,2020
8058,VOLKSWAGEN,NG,CADDY,1057,136.0,2020
11990,VOLKSWAGEN,NG,GOLF,552,112.0,2020
12756,VOLKSWAGEN,NG,GOLF,498,116.0,2020
14496,VOLKSWAGEN,NG,GOLF,395,116.0,2020
15928,VOLKSWAGEN,NG,CADDY,332,137.0,2020
17590,VOLKSWAGEN,NG-BIOMETHANE,GOLF,274,180.0,2017
6061,VOLKSWAGEN,NG-BIOMETHANE,UP!,1592,103.0,2019
8482,VOLKSWAGEN,NG-BIOMETHANE,CADDY,976,143.0,2019
10271,VOLKSWAGEN,NG-BIOMETHANE,POLO,718,107.0,2019
11903,VOLKSWAGEN,NG-BIOMETHANE,GOLF,560,113.0,2019
15341,VOLKSWAGEN,NG-BIOMETHANE,GOLF,354,117.0,2019
17234,VOLKSWAGEN,NG-BIOMETHANE,POLO,284,103.0,2019
12520,VOLKSWAGEN,NG-BIOMETHANE,CADDY,512,135.0,2020
12695,VOLKSWAGEN,NG-BIOMETHANE,CADDY,502,135.0,2020
15843,VOLKSWAGEN,NG-BIOMETHANE,UP!,335,104.0,2020
297,VOLKSWAGEN,PETROL,UP!,55098,128.0,2017
888,VOLKSWAGEN,PETROL,PASSAT,18844,204.0,2017
3431,VOLKSWAGEN,PETROL,CADDY,3426,136.0,2017
14,VOLKSWAGEN,PETROL,POLO,257226,126.0,2018
35,VOLKSWAGEN,PETROL,GOLF,176872,141.0,2018
58,VOLKSWAGEN,PETROL,POLO,140258,129.0,2018
60,VOLKSWAGEN,PETROL,GOLF,138312,136.0,2018
106,VOLKSWAGEN,PETROL,T-ROC,105340,144.0,2018
173,VOLKSWAGEN,PETROL,GOLF SPORTSVAN,80624,148.0,2018
179,VOLKSWAGEN,PETROL,UP!,78641,118.0,2018
191,VOLKSWAGEN,PETROL,TIGUAN,75732,169.0,2018
214,VOLKSWAGEN,PETROL,T-ROC,70230,145.0,2018
219,VOLKSWAGEN,PETROL,UP!,69377,120.0,2018
243,VOLKSWAGEN,PETROL,TIGUAN,64630,181.0,2018
316,VOLKSWAGEN,PETROL,GOLF,52700,141.0,2018
379,VOLKSWAGEN,PETROL,TOURAN,44026,163.0,2018
444,VOLKSWAGEN,PETROL,POLO SE TSI,37524,121.0,2018
513,VOLKSWAGEN,PETROL,CADDY,33126,166.0,2018
521,VOLKSWAGEN,PETROL,PASSAT,32458,149.0,2018
615,VOLKSWAGEN,PETROL,GOLF,28042,137.0,2018
657,VOLKSWAGEN,PETROL,TOURAN,26384,163.0,2018
707,VOLKSWAGEN,PETROL,PASSAT,24185,154.0,2018
750,VOLKSWAGEN,PETROL,GOLF SPORTSVAN,22906,142.0,2018
1230,VOLKSWAGEN,PETROL,GOLF,12798,139.0,2018
1278,VOLKSWAGEN,PETROL,BEETLE,12206,165.0,2018
1282,VOLKSWAGEN,PETROL,MOVE UP,12178,118.0,2018
1405,VOLKSWAGEN,PETROL,GOLF,10976,142.0,2018
1456,VOLKSWAGEN,PETROL,GOLF SE NAVIGATION TSI EVO,10462,137.0,2018
1604,VOLKSWAGEN,PETROL,POLO SE TSI S-A,9224,134.0,2018
1657,VOLKSWAGEN,PETROL,POLO,8920,126.0,2018
1779,VOLKSWAGEN,PETROL,ARTEON,8124,161.0,2018
1837,VOLKSWAGEN,PETROL,T-ROC SE TSI,7714,140.0,2018
1905,VOLKSWAGEN,PETROL,SHARAN,7392,195.0,2018
2016,VOLKSWAGEN,PETROL,PASSAT,6884,152.0,2018
2151,VOLKSWAGEN,PETROL,POLO,6340,130.0,2018
2223,VOLKSWAGEN,PETROL,ARTEON,6010,174.0,2018
2311,VOLKSWAGEN,PETROL,GOLF SE NAVIGATION TSI EVO S-A,5676,137.0,2018
2424,VOLKSWAGEN,PETROL,T-ROC,5346,141.0,2018
2511,VOLKSWAGEN,PETROL,CADDY,5102,163.0,2018
2559,VOLKSWAGEN,PETROL,T-ROC SEL TSI EVO,4976,152.0,2018
2833,VOLKSWAGEN,PETROL,POLO BEATS TSI,4382,123.0,2018
2944,VOLKSWAGEN,PETROL,MULTIVAN,4177,242.0,2018
3310,VOLKSWAGEN,PETROL,GOLF GTI PERFORMANCE TSI S-A,3588,168.0,2018
3315,VOLKSWAGEN,PETROL,POLO / 1.0 / TSI,3586,122.0,2018
3384,VOLKSWAGEN,PETROL,POLO SE EVO,3488,130.0,2018
3420,VOLKSWAGEN,PETROL,T-ROC SE TSI EVO,3442,151.0,2018
3931,VOLKSWAGEN,PETROL,GOLF GT TSI EVO,2892,140.0,2018
4067,VOLKSWAGEN,PETROL,T-ROC DESIGN TSI,2762,141.0,2018
4202,VOLKSWAGEN,PETROL,UP GTI,2660,127.0,2018
4263,VOLKSWAGEN,PETROL,POLO SEL TSI,2604,128.0,2018
4269,VOLKSWAGEN,PETROL,GOLF SE TSI EVO,2602,137.0,2018
4291,VOLKSWAGEN,PETROL,POLO R-LINE TSI,2576,126.0,2018
4620,VOLKSWAGEN,PETROL,GOLF SPORTSVAN,2324,147.0,2018
5033,VOLKSWAGEN,PETROL,T-ROC DESIGN TSI EVO,2054,151.0,2018
5092,VOLKSWAGEN,PETROL,HIGH UP,2026,121.0,2018
5335,VOLKSWAGEN,PETROL,T-ROC,1890,140.0,2018
5419,VOLKSWAGEN,PETROL,UP BY BEATS,1850,118.0,2018
